Date,Campaign,Impressions,Clicks,Cost,Conversions,Revenue,CTR,CPC,Conversion_Rate,ROAS
2025-04-19,TechFlow_Product_Keywords,5616,100,501.38,7,860.99,1.78,5.01,7.0,1.72
2025-04-19,TechFlow_Competitor_Keywords,47448,843,4231.04,28,3802.07,1.78,5.02,3.32,0.9
2025-04-19,TechFlow_Display_Network,46573,2243,13315.31,163,31058.48,4.82,5.94,7.27,2.33
2025-04-19,TechFlow_YouTube_Video,18791,514,1639.69,28,3863.47,2.74,3.19,5.45,2.36
2025-04-20,TechFlow_Brand_Search,42406,1108,4867.3,61,3827.81,2.61,4.39,5.51,0.79
2025-04-20,TechFlow_Product_Keywords,2687,53,398.09,1,134.54,1.97,7.51,1.89,0.34
2025-04-20,TechFlow_Competitor_Keywords,46150,646,3829.39,21,3536.3,1.4,5.93,3.25,0.92
2025-04-20,TechFlow_Display_Network,41329,1154,7762.85,55,4541.7,2.79,6.73,4.77,0.59
2025-04-20,TechFlow_YouTube_Video,8603,307,1558.89,23,2454.99,3.57,5.08,7.49,1.57
2025-04-21,TechFlow_Brand_Search,14955,322,1776.45,23,4541.43,2.15,5.52,7.14,2.56
2025-04-21,TechFlow_Product_Keywords,6266,253,908.59,7,541.15,4.04,3.59,2.77,0.6
2025-04-21,TechFlow_Competitor_Keywords,26852,1083,6915.2,51,6578.89,4.03,6.39,4.71,0.95
2025-04-21,TechFlow_Display_Network,34977,375,2362.21,15,1182.28,1.07,6.3,4.0,0.5
2025-04-21,TechFlow_YouTube_Video,44928,2132,7073.26,108,15909.09,4.75,3.32,5.07,2.25
2025-04-22,TechFlow_Brand_Search,36301,420,2434.53,31,4762.23,1.16,5.8,7.38,1.96
2025-04-22,TechFlow_Product_Keywords,6458,165,834.44,7,719.87,2.55,5.06,4.24,0.86
2025-04-22,TechFlow_Competitor_Keywords,47358,2194,7395.07,53,9047.54,4.63,3.37,2.42,1.22
2025-04-22,TechFlow_Display_Network,10504,419,1598.93,17,3047.66,3.99,3.82,4.06,1.91
2025-04-22,TechFlow_YouTube_Video,24853,255,1429.45,7,1117.4,1.03,5.61,2.75,0.78
2025-04-23,TechFlow_Brand_Search,17739,569,3673.55,32,3174.29,3.21,6.46,5.62,0.86
2025-04-23,TechFlow_Product_Keywords,7473,297,1420.96,9,623.98,3.97,4.78,3.03,0.44
2025-04-23,TechFlow_Competitor_Keywords,9572,191,848.3,15,2607.82,2.0,4.44,7.85,3.07
2025-04-23,TechFlow_Display_Network,15536,740,2714.69,30,5644.27,4.76,3.67,4.05,2.08
2025-04-23,TechFlow_YouTube_Video,18575,265,1953.14,12,2165.52,1.43,7.37,4.53,1.11
2025-04-24,TechFlow_Brand_Search,20982,326,1737.04,20,2982.25,1.55,5.33,6.13,1.72
2025-04-24,TechFlow_Product_Keywords,5723,186,974.18,10,1765.15,3.25,5.24,5.38,1.81
2025-04-24,TechFlow_Competitor_Keywords,8383,269,1235.51,14,938.17,3.21,4.59,5.2,0.76
2025-04-24,TechFlow_Display_Network,49198,2294,8827.58,77,8763.33,4.66,3.85,3.36,0.99
2025-04-24,TechFlow_YouTube_Video,2839,67,512.87,3,230.74,2.36,7.65,4.48,0.45
2025-04-25,TechFlow_Brand_Search,34634,750,4202.94,35,2362.97,2.17,5.6,4.67,0.56
2025-04-25,TechFlow_Product_Keywords,49085,1039,6144.35,38,5000.88,2.12,5.91,3.66,0.81
2025-04-25,TechFlow_Competitor_Keywords,47754,1207,9507.37,62,12019.89,2.53,7.88,5.14,1.26
2025-04-25,TechFlow_Display_Network,35698,1390,6848.46,58,11583.07,3.89,4.93,4.17,1.69
2025-04-25,TechFlow_YouTube_Video,35913,1592,6921.79,54,10110.85,4.43,4.35,3.39,1.46
2025-04-26,TechFlow_Brand_Search,23156,793,3174.88,61,5774.55,3.42,4.0,7.69,1.82
2025-04-26,TechFlow_Product_Keywords,32690,1449,8868.35,68,4613.5,4.43,6.12,4.69,0.52
2025-04-26,TechFlow_Competitor_Keywords,1822,84,240.51,4,372.2,4.61,2.86,4.76,1.55
2025-04-26,TechFlow_Display_Network,43518,740,2032.12,21,2979.19,1.7,2.75,2.84,1.47
2025-04-26,TechFlow_YouTube_Video,35133,1276,6486.33,42,7041.64,3.63,5.08,3.29,1.09
2025-04-27,TechFlow_Brand_Search,11903,136,796.3,7,1281.21,1.14,5.86,5.15,1.61
2025-04-27,TechFlow_Product_Keywords,29401,721,3384.51,30,2970.2,2.45,4.69,4.16,0.88
2025-04-27,TechFlow_Competitor_Keywords,30066,1498,11891.27,117,10664.4,4.98,7.94,7.81,0.9
2025-04-27,TechFlow_Display_Network,28080,516,2363.13,25,2918.29,1.84,4.58,4.84,1.23
2025-04-27,TechFlow_YouTube_Video,48204,2112,8053.31,68,11052.8,4.38,3.81,3.22,1.37
2025-04-28,TechFlow_Brand_Search,18172,214,1691.54,4,652.53,1.18,7.9,1.87,0.39
2025-04-28,TechFlow_Product_Keywords,13154,290,1639.29,16,2093.31,2.2,5.65,5.52,1.28
2025-04-28,TechFlow_Competitor_Keywords,1365,14,79.41,0,0.0,1.03,5.67,0.0,0.0
2025-04-28,TechFlow_Display_Network,1061,17,46.76,1,107.33,1.6,2.75,5.88,2.3
2025-04-28,TechFlow_YouTube_Video,6985,179,558.39,14,988.1,2.56,3.12,7.82,1.77
2025-04-29,TechFlow_Brand_Search,42191,1966,5346.39,133,19557.27,4.66,2.72,6.77,3.66
2025-04-29,TechFlow_Product_Keywords,23756,978,4147.05,43,2600.04,4.12,4.24,4.4,0.63
2025-04-29,TechFlow_Competitor_Keywords,49171,2326,8635.44,63,6120.3,4.73,3.71,2.71,0.71
2025-04-29,TechFlow_Display_Network,40281,891,4138.39,45,7691.97,2.21,4.64,5.05,1.86
2025-04-29,TechFlow_YouTube_Video,46403,2127,11095.7,105,18912.44,4.58,5.22,4.94,1.7
2025-04-30,TechFlow_Brand_Search,34442,1641,11552.2,63,9230.2,4.76,7.04,3.84,0.8
2025-04-30,TechFlow_Product_Keywords,38466,1873,4831.93,44,8339.67,4.87,2.58,2.35,1.73
2025-04-30,TechFlow_Competitor_Keywords,33729,418,2829.08,27,3160.81,1.24,6.77,6.46,1.12
2025-04-30,TechFlow_Display_Network,46059,1597,11709.7,82,9727.37,3.47,7.33,5.13,0.83
2025-04-30,TechFlow_YouTube_Video,48732,925,5600.99,19,3384.03,1.9,6.06,2.05,0.6
2025-05-01,TechFlow_Brand_Search,45281,1914,13816.81,127,10824.08,4.23,7.22,6.64,0.78
2025-05-01,TechFlow_Product_Keywords,44222,1496,7307.36,74,10780.4,3.38,4.88,4.95,1.48
2025-05-01,TechFlow_Competitor_Keywords,2625,116,885.34,3,179.33,4.42,7.63,2.59,0.2
2025-05-01,TechFlow_Display_Network,13774,325,2196.99,12,2301.49,2.36,6.76,3.69,1.05
2025-05-01,TechFlow_YouTube_Video,10297,304,2077.88,14,2327.36,2.95,6.84,4.61,1.12
2025-05-02,TechFlow_Brand_Search,15022,292,997.09,10,1082.25,1.94,3.41,3.42,1.09
2025-05-02,TechFlow_Product_Keywords,5808,119,703.23,6,898.69,2.05,5.91,5.04,1.28
2025-05-02,TechFlow_Competitor_Keywords,42964,1110,8377.43,55,9078.59,2.58,7.55,4.95,1.08
2025-05-02,TechFlow_Display_Network,32308,780,5846.85,58,7579.19,2.41,7.5,7.44,1.3
2025-05-02,TechFlow_YouTube_Video,10121,380,1286.24,15,1959.1,3.75,3.38,3.95,1.52
2025-05-03,TechFlow_Brand_Search,46078,781,4612.3,24,2884.06,1.69,5.91,3.07,0.63
2025-05-03,TechFlow_Product_Keywords,22502,232,1693.46,16,3164.63,1.03,7.3,6.9,1.87
2025-05-03,TechFlow_Competitor_Keywords,25495,718,4850.07,19,1337.58,2.82,6.75,2.65,0.28
2025-05-03,TechFlow_Display_Network,26310,885,2692.14,46,8329.9,3.36,3.04,5.2,3.09
2025-05-03,TechFlow_YouTube_Video,4813,142,357.25,10,1354.36,2.95,2.52,7.04,3.79
2025-05-04,TechFlow_Brand_Search,16598,587,4511.44,31,3773.32,3.54,7.69,5.28,0.84
2025-05-04,TechFlow_Product_Keywords,40324,534,1967.61,34,1910.42,1.32,3.68,6.37,0.97
2025-05-04,TechFlow_Competitor_Keywords,27310,1188,8744.69,41,3171.71,4.35,7.36,3.45,0.36
2025-05-04,TechFlow_Display_Network,16061,321,2147.89,6,968.65,2.0,6.69,1.87,0.45
2025-05-04,TechFlow_YouTube_Video,14890,465,3446.75,22,1698.05,3.12,7.41,4.73,0.49
2025-05-05,TechFlow_Brand_Search,10380,462,3090.46,11,1182.91,4.45,6.69,2.38,0.38
2025-05-05,TechFlow_Product_Keywords,33036,759,3069.54,50,4516.75,2.3,4.04,6.59,1.47
2025-05-05,TechFlow_Competitor_Keywords,17417,591,4199.62,35,2417.84,3.39,7.11,5.92,0.58
2025-05-05,TechFlow_Display_Network,21220,465,2407.35,17,926.72,2.19,5.18,3.66,0.38
2025-05-05,TechFlow_YouTube_Video,41535,770,3460.66,30,4505.71,1.85,4.49,3.9,1.3
2025-05-06,TechFlow_Brand_Search,40878,2037,15690.16,55,3421.24,4.98,7.7,2.7,0.22
2025-05-06,TechFlow_Product_Keywords,37157,508,2875.4,38,7027.41,1.37,5.66,7.48,2.44
2025-05-06,TechFlow_Competitor_Keywords,1940,71,397.39,5,620.42,3.66,5.6,7.04,1.56
2025-05-06,TechFlow_Display_Network,12487,472,2078.97,13,1918.62,3.78,4.4,2.75,0.92
2025-05-06,TechFlow_YouTube_Video,18491,303,1638.58,11,934.32,1.64,5.41,3.63,0.57
2025-05-07,TechFlow_Brand_Search,32692,970,3138.23,74,11094.32,2.97,3.24,7.63,3.54
2025-05-07,TechFlow_Product_Keywords,18891,321,930.61,10,1108.16,1.7,2.9,3.12,1.19
2025-05-07,TechFlow_Competitor_Keywords,18359,717,4669.31,28,4273.02,3.91,6.51,3.91,0.92
2025-05-07,TechFlow_Display_Network,10904,463,3086.49,21,1715.92,4.25,6.67,4.54,0.56
2025-05-07,TechFlow_YouTube_Video,16146,428,1805.29,32,2210.57,2.65,4.22,7.48,1.22
2025-05-08,TechFlow_Brand_Search,20342,427,2733.74,14,2198.77,2.1,6.4,3.28,0.8
2025-05-08,TechFlow_Product_Keywords,4293,178,1349.18,13,1485.96,4.15,7.58,7.3,1.1
2025-05-08,TechFlow_Competitor_Keywords,19442,638,2748.2,48,8568.56,3.28,4.31,7.52,3.12
2025-05-08,TechFlow_Display_Network,2449,35,258.14,2,207.51,1.43,7.38,5.71,0.8
2025-05-08,TechFlow_YouTube_Video,24674,765,4206.4,60,7660.09,3.1,5.5,7.84,1.82
2025-05-09,TechFlow_Brand_Search,8551,375,1603.91,21,2707.84,4.39,4.28,5.6,1.69
2025-05-09,TechFlow_Product_Keywords,17409,821,3739.12,45,5075.15,4.72,4.55,5.48,1.36
2025-05-09,TechFlow_Competitor_Keywords,26589,1104,7038.16,81,10104.52,4.15,6.38,7.34,1.44
2025-05-09,TechFlow_Display_Network,3258,37,258.05,0,0.0,1.14,6.97,0.0,0.0
2025-05-09,TechFlow_YouTube_Video,15694,626,1793.5,41,3276.73,3.99,2.87,6.55,1.83
2025-05-10,TechFlow_Brand_Search,44371,2199,10448.39,70,9169.8,4.96,4.75,3.18,0.88
2025-05-10,TechFlow_Product_Keywords,32299,1245,6327.54,73,13201.82,3.85,5.08,5.86,2.09
2025-05-10,TechFlow_Competitor_Keywords,44869,1674,9160.89,117,7528.49,3.73,5.47,6.99,0.82
2025-05-10,TechFlow_Display_Network,4540,189,884.93,7,484.18,4.16,4.68,3.7,0.55
2025-05-10,TechFlow_YouTube_Video,38780,1294,3548.12,71,8913.74,3.34,2.74,5.49,2.51
2025-05-11,TechFlow_Brand_Search,43807,1803,9899.37,133,17264.78,4.12,5.49,7.38,1.74
2025-05-11,TechFlow_Product_Keywords,20006,519,4033.03,25,1655.71,2.59,7.77,4.82,0.41
2025-05-11,TechFlow_Competitor_Keywords,40674,1737,6974.45,46,3951.72,4.27,4.02,2.65,0.57
2025-05-11,TechFlow_Display_Network,24277,900,2685.85,50,4408.74,3.71,2.98,5.56,1.64
2025-05-11,TechFlow_YouTube_Video,44948,786,4710.44,34,3878.78,1.75,5.99,4.33,0.82
2025-05-12,TechFlow_Brand_Search,49685,1452,6462.22,45,7929.55,2.92,4.45,3.1,1.23
2025-05-12,TechFlow_Product_Keywords,37568,1665,5756.09,65,8988.17,4.43,3.46,3.9,1.56
2025-05-12,TechFlow_Competitor_Keywords,32793,1161,5537.97,49,4225.48,3.54,4.77,4.22,0.76
2025-05-12,TechFlow_Display_Network,3783,161,940.11,7,1381.23,4.26,5.84,4.35,1.47
2025-05-12,TechFlow_YouTube_Video,15220,301,1526.91,22,2341.01,1.98,5.07,7.31,1.53
2025-05-13,TechFlow_Brand_Search,17240,695,2029.14,23,3796.93,4.03,2.92,3.31,1.87
2025-05-13,TechFlow_Product_Keywords,46398,1245,4431.11,58,9099.89,2.68,3.56,4.66,2.05
2025-05-13,TechFlow_Competitor_Keywords,25175,305,1718.9,11,2165.76,1.21,5.64,3.61,1.26
2025-05-13,TechFlow_Display_Network,33964,988,3060.88,47,8958.79,2.91,3.1,4.76,2.93
2025-05-13,TechFlow_YouTube_Video,14548,398,2283.13,11,1598.37,2.74,5.74,2.76,0.7
2025-05-14,TechFlow_Brand_Search,33820,1326,3799.22,38,2877.95,3.92,2.87,2.87,0.76
2025-05-14,TechFlow_Product_Keywords,46800,1204,8853.5,90,5454.6,2.57,7.35,7.48,0.62
2025-05-14,TechFlow_Competitor_Keywords,34181,1328,8564.28,89,16158.05,3.89,6.45,6.7,1.89
2025-05-14,TechFlow_Display_Network,30409,1367,7839.89,108,10933.92,4.5,5.74,7.9,1.39
2025-05-14,TechFlow_YouTube_Video,32090,1579,9807.71,40,5980.96,4.92,6.21,2.53,0.61
2025-05-15,TechFlow_Brand_Search,46825,1653,7578.79,36,3396.73,3.53,4.58,2.18,0.45
2025-05-15,TechFlow_Product_Keywords,29443,1033,4284.48,37,7146.98,3.51,4.15,3.58,1.67
2025-05-15,TechFlow_Competitor_Keywords,16090,670,2214.53,41,6955.85,4.16,3.31,6.12,3.14
2025-05-15,TechFlow_Display_Network,12788,589,4009.38,36,6646.6,4.61,6.81,6.11,1.66
2025-05-15,TechFlow_YouTube_Video,20005,875,4249.24,34,1927.32,4.37,4.86,3.89,0.45
2025-05-16,TechFlow_Brand_Search,44021,1237,7753.24,44,4589.38,2.81,6.27,3.56,0.59
2025-05-16,TechFlow_Product_Keywords,4395,204,1371.16,9,532.01,4.64,6.72,4.41,0.39
2025-05-16,TechFlow_Competitor_Keywords,22778,265,687.64,20,2541.44,1.16,2.59,7.55,3.7
2025-05-16,TechFlow_Display_Network,29995,1092,8465.33,77,5402.61,3.64,7.75,7.05,0.64
2025-05-16,TechFlow_YouTube_Video,49393,1318,9639.45,82,5571.36,2.67,7.31,6.22,0.58
2025-05-17,TechFlow_Brand_Search,49891,759,3385.78,41,5177.7,1.52,4.46,5.4,1.53
2025-05-17,TechFlow_Product_Keywords,41001,1127,6640.11,42,5144.26,2.75,5.89,3.73,0.77
2025-05-17,TechFlow_Competitor_Keywords,16785,333,2074.74,21,1226.15,1.98,6.23,6.31,0.59
2025-05-17,TechFlow_Display_Network,10486,508,2825.93,13,1204.15,4.84,5.56,2.56,0.43
2025-05-17,TechFlow_YouTube_Video,26836,926,2372.86,27,3783.01,3.45,2.56,2.92,1.59
2025-05-18,TechFlow_Brand_Search,20749,992,3370.7,46,7312.96,4.78,3.4,4.64,2.17
2025-05-18,TechFlow_Product_Keywords,6326,105,827.29,7,869.78,1.66,7.88,6.67,1.05
2025-05-18,TechFlow_Competitor_Keywords,8808,277,2000.07,8,1303.88,3.14,7.22,2.89,0.65
2025-05-18,TechFlow_Display_Network,14977,748,4834.66,22,1915.23,4.99,6.46,2.94,0.4
2025-05-18,TechFlow_YouTube_Video,9300,434,1532.36,31,3296.82,4.67,3.53,7.14,2.15
2025-05-19,TechFlow_Brand_Search,41360,1206,6571.49,50,7513.77,2.92,5.45,4.15,1.14
2025-05-19,TechFlow_Product_Keywords,46183,808,3965.59,24,2461.52,1.75,4.91,2.97,0.62
2025-05-19,TechFlow_Competitor_Keywords,42679,2069,11807.18,44,6663.8,4.85,5.71,2.13,0.56
2025-05-19,TechFlow_Display_Network,19837,615,4576.8,43,2924.1,3.1,7.44,6.99,0.64
2025-05-19,TechFlow_YouTube_Video,24834,363,2579.96,22,4083.67,1.46,7.11,6.06,1.58
2025-05-20,TechFlow_Brand_Search,26511,616,2058.21,30,5769.28,2.32,3.34,4.87,2.8
2025-05-20,TechFlow_Product_Keywords,15794,358,1732.06,11,2122.82,2.27,4.84,3.07,1.23
2025-05-20,TechFlow_Competitor_Keywords,32708,1305,7053.46,52,8610.71,3.99,5.4,3.98,1.22
2025-05-20,TechFlow_Display_Network,30524,1131,8606.01,66,6989.75,3.71,7.61,5.84,0.81
2025-05-20,TechFlow_YouTube_Video,8665,121,347.76,8,918.77,1.4,2.87,6.61,2.64
2025-05-21,TechFlow_Brand_Search,6416,86,500.0,5,525.41,1.34,5.81,5.81,1.05
2025-05-21,TechFlow_Product_Keywords,30975,743,1872.11,50,4655.93,2.4,2.52,6.73,2.49
2025-05-21,TechFlow_Competitor_Keywords,16758,550,2210.84,30,3883.05,3.28,4.02,5.45,1.76
2025-05-21,TechFlow_Display_Network,37583,1109,8041.52,81,13445.22,2.95,7.25,7.3,1.67
2025-05-21,TechFlow_YouTube_Video,45965,901,5066.24,35,6612.85,1.96,5.62,3.88,1.31
2025-05-22,TechFlow_Brand_Search,31976,1577,5150.17,64,4268.97,4.93,3.27,4.06,0.83
2025-05-22,TechFlow_Product_Keywords,32068,657,3515.27,22,3181.9,2.05,5.35,3.35,0.91
2025-05-22,TechFlow_Competitor_Keywords,31723,723,3898.52,41,7299.24,2.28,5.39,5.67,1.87
2025-05-22,TechFlow_Display_Network,39053,932,3318.01,27,2255.25,2.39,3.56,2.9,0.68
2025-05-22,TechFlow_YouTube_Video,37188,1241,7779.1,95,18373.35,3.34,6.27,7.66,2.36
2025-05-23,TechFlow_Brand_Search,6376,91,611.27,4,264.96,1.43,6.72,4.4,0.43
2025-05-23,TechFlow_Product_Keywords,39021,1796,12257.85,133,7549.2,4.6,6.83,7.41,0.62
2025-05-23,TechFlow_Competitor_Keywords,48252,483,2209.06,19,1870.35,1.0,4.57,3.93,0.85
2025-05-23,TechFlow_Display_Network,18706,382,1765.07,19,1048.21,2.04,4.62,4.97,0.59
2025-05-23,TechFlow_YouTube_Video,5185,154,989.65,10,1683.24,2.97,6.43,6.49,1.7
2025-05-24,TechFlow_Brand_Search,47473,1341,8053.01,43,2619.52,2.82,6.01,3.21,0.33
2025-05-24,TechFlow_Product_Keywords,28196,636,3151.04,36,4578.82,2.26,4.95,5.66,1.45
2025-05-24,TechFlow_Competitor_Keywords,35755,1313,5038.58,39,7061.27,3.67,3.84,2.97,1.4
2025-05-24,TechFlow_Display_Network,8141,257,1927.96,19,3450.53,3.16,7.5,7.39,1.79
2025-05-24,TechFlow_YouTube_Video,10219,399,1330.53,31,3401.89,3.9,3.33,7.77,2.56
2025-05-25,TechFlow_Brand_Search,9549,444,2577.18,17,1545.52,4.65,5.8,3.83,0.6
2025-05-25,TechFlow_Product_Keywords,47583,745,5278.65,49,7891.1,1.57,7.09,6.58,1.49
2025-05-25,TechFlow_Competitor_Keywords,23802,630,4212.42,35,2379.86,2.65,6.69,5.56,0.56
2025-05-25,TechFlow_Display_Network,26417,1058,4235.37,46,2742.54,4.0,4.0,4.35,0.65
2025-05-25,TechFlow_YouTube_Video,40716,691,3961.19,34,6260.98,1.7,5.73,4.92,1.58
2025-05-26,TechFlow_Brand_Search,17624,723,4416.31,52,9156.0,4.1,6.11,7.19,2.07
2025-05-26,TechFlow_Product_Keywords,47698,953,7227.59,19,1456.55,2.0,7.58,1.99,0.2
2025-05-26,TechFlow_Competitor_Keywords,18555,659,3816.19,31,3397.88,3.55,5.79,4.7,0.89
2025-05-26,TechFlow_Display_Network,33349,1487,8871.86,58,3123.84,4.46,5.97,3.9,0.35
2025-05-26,TechFlow_YouTube_Video,20900,357,2701.49,22,3605.96,1.71,7.57,6.16,1.33
2025-05-27,TechFlow_Brand_Search,23063,1048,7747.01,75,14377.26,4.54,7.39,7.16,1.86
2025-05-27,TechFlow_Product_Keywords,3470,90,473.11,7,773.32,2.59,5.26,7.78,1.63
2025-05-27,TechFlow_Competitor_Keywords,34217,1332,4264.37,48,4063.52,3.89,3.2,3.6,0.95
2025-05-27,TechFlow_Display_Network,45542,1448,6104.41,39,5601.23,3.18,4.22,2.69,0.92
2025-05-27,TechFlow_YouTube_Video,45730,2027,10247.98,69,8332.21,4.43,5.06,3.4,0.81
2025-05-28,TechFlow_Brand_Search,12874,174,1100.13,10,1565.28,1.35,6.32,5.75,1.42
2025-05-28,TechFlow_Product_Keywords,37473,818,4052.15,23,2253.02,2.18,4.95,2.81,0.56
2025-05-28,TechFlow_Competitor_Keywords,24937,660,4943.91,44,7216.17,2.65,7.49,6.67,1.46
2025-05-28,TechFlow_Display_Network,44524,1612,9738.28,51,5376.71,3.62,6.04,3.16,0.55
2025-05-28,TechFlow_YouTube_Video,35604,1461,4822.01,50,8834.3,4.1,3.3,3.42,1.83
2025-05-29,TechFlow_Brand_Search,18572,763,3666.24,20,1083.14,4.11,4.81,2.62,0.3
2025-05-29,TechFlow_Product_Keywords,5071,235,776.38,8,667.16,4.63,3.3,3.4,0.86
2025-05-29,TechFlow_Competitor_Keywords,22071,340,1224.54,7,1008.67,1.54,3.6,2.06,0.82
2025-05-29,TechFlow_Display_Network,31514,735,4523.47,25,2688.61,2.33,6.15,3.4,0.59
2025-05-29,TechFlow_YouTube_Video,9764,257,1902.54,15,1802.83,2.63,7.4,5.84,0.95
2025-05-30,TechFlow_Brand_Search,20955,566,3178.92,39,2921.18,2.7,5.62,6.89,0.92
2025-05-30,TechFlow_Product_Keywords,16848,786,6097.2,36,4525.43,4.67,7.76,4.58,0.74
2025-05-30,TechFlow_Competitor_Keywords,41577,517,2535.13,16,3126.17,1.24,4.9,3.09,1.23
2025-05-30,TechFlow_Display_Network,41017,1759,4670.84,51,7173.16,4.29,2.66,2.9,1.54
2025-05-30,TechFlow_YouTube_Video,22771,714,1793.6,25,2734.32,3.14,2.51,3.5,1.52
2025-05-31,TechFlow_Brand_Search,3578,147,770.16,6,339.51,4.11,5.24,4.08,0.44
2025-05-31,TechFlow_Product_Keywords,30783,1078,4872.83,63,3382.91,3.5,4.52,5.84,0.69
2025-05-31,TechFlow_Competitor_Keywords,8405,263,2025.54,9,1252.07,3.13,7.7,3.42,0.62
2025-05-31,TechFlow_Display_Network,44148,914,5472.3,18,3420.35,2.07,5.99,1.97,0.63
2025-05-31,TechFlow_YouTube_Video,16947,532,3489.5,10,1884.99,3.14,6.56,1.88,0.54
2025-06-01,TechFlow_Brand_Search,44635,1271,4387.17,77,14699.49,2.85,3.45,6.06,3.35
2025-06-01,TechFlow_Product_Keywords,41104,414,3181.87,24,4324.84,1.01,7.69,5.8,1.36
2025-06-01,TechFlow_Competitor_Keywords,34832,461,1854.29,27,3749.73,1.32,4.02,5.86,2.02
2025-06-01,TechFlow_Display_Network,31664,489,3235.59,22,1232.88,1.54,6.62,4.5,0.38
2025-06-01,TechFlow_YouTube_Video,39740,576,2654.16,36,5413.74,1.45,4.61,6.25,2.04
2025-06-02,TechFlow_Brand_Search,33246,1310,8143.72,58,9593.77,3.94,6.22,4.43,1.18
2025-06-02,TechFlow_Product_Keywords,32067,1425,8834.88,79,15626.61,4.44,6.2,5.54,1.77
2025-06-02,TechFlow_Competitor_Keywords,39206,1147,3349.21,86,16315.9,2.93,2.92,7.5,4.87
2025-06-02,TechFlow_Display_Network,15660,196,1154.84,5,652.18,1.25,5.89,2.55,0.56
2025-06-02,TechFlow_YouTube_Video,14513,557,3970.57,20,2284.23,3.84,7.13,3.59,0.58
2025-06-03,TechFlow_Brand_Search,28095,399,1162.87,25,2622.78,1.42,2.91,6.27,2.26
2025-06-03,TechFlow_Product_Keywords,14011,341,1487.05,23,4245.24,2.43,4.36,6.74,2.85
2025-06-03,TechFlow_Competitor_Keywords,17636,257,1151.47,6,451.94,1.46,4.48,2.33,0.39
2025-06-03,TechFlow_Display_Network,9456,214,1204.73,7,1107.16,2.26,5.63,3.27,0.92
2025-06-03,TechFlow_YouTube_Video,20377,989,6310.09,61,6593.83,4.85,6.38,6.17,1.04
2025-06-04,TechFlow_Brand_Search,5070,61,167.46,3,496.05,1.2,2.75,4.92,2.96
2025-06-04,TechFlow_Product_Keywords,32646,1090,6324.28,72,10377.86,3.34,5.8,6.61,1.64
2025-06-04,TechFlow_Competitor_Keywords,10091,187,850.52,11,1348.85,1.85,4.55,5.88,1.59
2025-06-04,TechFlow_Display_Network,10057,347,1346.94,9,941.73,3.45,3.88,2.59,0.7
2025-06-04,TechFlow_YouTube_Video,13296,358,2444.91,8,895.5,2.69,6.83,2.23,0.37
2025-06-05,TechFlow_Brand_Search,26582,579,4018.81,46,7363.05,2.18,6.94,7.94,1.83
2025-06-05,TechFlow_Product_Keywords,26350,1124,6153.5,77,5471.35,4.27,5.47,6.85,0.89
2025-06-05,TechFlow_Competitor_Keywords,34632,1503,6156.67,58,7155.7,4.34,4.1,3.86,1.16
2025-06-05,TechFlow_Display_Network,49299,2002,13842.26,121,22785.33,4.06,6.91,6.04,1.65
2025-06-05,TechFlow_YouTube_Video,5126,248,1707.69,17,953.44,4.84,6.89,6.85,0.56
2025-06-06,TechFlow_Brand_Search,40243,1631,6572.08,81,10457.95,4.05,4.03,4.97,1.59
2025-06-06,TechFlow_Product_Keywords,18179,241,1867.25,4,284.56,1.33,7.75,1.66,0.15
2025-06-06,TechFlow_Competitor_Keywords,11776,147,738.49,4,403.01,1.25,5.02,2.72,0.55
2025-06-06,TechFlow_Display_Network,8370,336,889.07,25,2238.75,4.01,2.65,7.44,2.52
2025-06-06,TechFlow_YouTube_Video,17318,591,3738.55,39,7394.94,3.41,6.33,6.6,1.98
2025-06-07,TechFlow_Brand_Search,42846,662,1860.58,27,3123.11,1.55,2.81,4.08,1.68
2025-06-07,TechFlow_Product_Keywords,25423,668,3333.92,44,6219.19,2.63,4.99,6.59,1.87
2025-06-07,TechFlow_Competitor_Keywords,5712,78,222.7,2,208.95,1.37,2.86,2.56,0.94
2025-06-07,TechFlow_Display_Network,45674,680,4385.61,28,1932.73,1.49,6.45,4.12,0.44
2025-06-07,TechFlow_YouTube_Video,46896,2256,8618.8,150,13549.46,4.81,3.82,6.65,1.57
2025-06-08,TechFlow_Brand_Search,2778,86,278.41,6,462.58,3.1,3.24,6.98,1.66
2025-06-08,TechFlow_Product_Keywords,34036,822,5749.41,60,4718.2,2.42,6.99,7.3,0.82
2025-06-08,TechFlow_Competitor_Keywords,15678,369,1680.18,21,1171.98,2.35,4.55,5.69,0.7
2025-06-08,TechFlow_Display_Network,43396,1611,11169.62,84,12158.37,3.71,6.93,5.21,1.09
2025-06-08,TechFlow_YouTube_Video,23376,424,1348.91,21,4117.29,1.81,3.18,4.95,3.05
2025-06-09,TechFlow_Brand_Search,23373,1078,4732.99,53,4782.22,4.61,4.39,4.92,1.01
2025-06-09,TechFlow_Product_Keywords,14898,485,1643.34,17,1537.97,3.26,3.39,3.51,0.94
2025-06-09,TechFlow_Competitor_Keywords,35860,1034,6155.38,42,6060.7,2.88,5.95,4.06,0.98
2025-06-09,TechFlow_Display_Network,10351,304,836.54,11,604.81,2.94,2.75,3.62,0.72
2025-06-09,TechFlow_YouTube_Video,25345,1212,3406.88,31,5751.92,4.78,2.81,2.56,1.69
